asin,description,manufacturer,name,no_of_reviews,price,rating,url
B0BW9BTJCZ,"A sporty versatile Backpack from Northzone. It has a top opening compartment for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day. This backpack can be carried in 2 ways as it has an additional front handle to hold it in case you’re unable to carry it on your back.",,30 L Waterproof Laptop/College/School/Office Bag Backpack for Men Women Boys Girls with Rain Cover (Navy_Blue),,486,3.4,https://amazon.in/dp/B0BW9BTJCZ
B07JGQM7DC,Team it with a dress and a pair of nice flat shoes for that cute girl next door look.,Red Turks India,Nelle Harper Women's Handbag,,959,3.7,https://amazon.in/dp/B07JGQM7DC
B09GG53CSL,"Half Moon backpack is designed to be used everywhere you can use it as:- college bag(as it has numerous pockets inside), school bag(there is very large space inside the bag that can be used to carry numerous books), travel backpack(the volume of this backpack is 35 litres and that is enough for travelling), laptop bag(as it contains a laptop sleeve). It is navy in colour so that it will not become dirty easily it has padded straps to make it easy to carry. It is fully waterproof to protect your laptop, books etc from water and rain. The material used in this bag is dust-free so, that it can produce your backpack from dust. It has a rain cover which is very useful in the rainy season to protect your backpack from rain. It can be used everywhere as well as by everyone be it menं , womenं , boys and girls.",HalfMoon AB Amazing Bags,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),,698,3.9,https://amazon.in/dp/B09GG53CSL
B0BVVY98PZ,Wesley Daypack,Wesley,Wesley 15 Liter Casual Daypack Backpack,,169,3.7,https://amazon.in/dp/B0BVVY98PZ
B07PC28YQ9,The product will be an excellent pick for you. It ensures an easy maintenance.,No,F Gear String 11 Ltrs Nylon Black Gym Bag,,190,4.0,https://amazon.in/dp/B07PC28YQ9
B097JHSJTL,"Genie Lily Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.36 litres (19 inch) Black colour",Safari,"Genie Lily Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.36 litres (19 inch) Black colour",,1004,4.3,https://amazon.in/dp/B097JHSJTL
B096KTWTXC,Ladies purse with pebble textured surfaceTrendy satchel bag design for every occasionTop handle with detachable sling strap,Bagzone Lifestyle Pvt Ltd,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,,1518,4.2,https://amazon.in/dp/B096KTWTXC
B0BLK2RL23,,Tabelito Trade India,"Tabelito® DELTA Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, (6 Month Warranty)",,599,4.2,https://amazon.in/dp/B0BLK2RL23
B08D7QNYZX,,,"Nivia 5227 Pulse Junior Bag, Others (Orange) (Aqua/Green)",,294,3.7,https://amazon.in/dp/B08D7QNYZX
B0BJ763F7Y,,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,Another way to buy,1360,4.0,https://amazon.in/dp/B0BJ763F7Y
B0BQYJ8WP5,,Acefour Accessories Pvt. Ltd.,"uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys & Girls, 750 Days warranty (Blue)",,1350,4.1,https://amazon.in/dp/B0BQYJ8WP5
B0B68ZS5G1,,Acefour Accessories Pvt. Ltd.,"uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,950,4.0,https://amazon.in/dp/B0B68ZS5G1
B08KG7J7L5,"Sfane Sports Bag practical everyday sizing make it great for hauling just about anything.Two big compartments holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India.",Sfane,"SFANE Polyester Red Duffel Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoe Compartment (Black) (Red) Set Of 1",,387,4.3,https://amazon.in/dp/B08KG7J7L5
B0CCKXQNXJ,,Bharat Engineering Company,"HYDER Peak Black 35L Unisex Multi-functional Laptop Bag/Backpack for Men and Women - Perfect Bags for College, School, and Business Travel with Padded Sleeve For Laptops Protection",,780,N/A,https://amazon.in/dp/B0CCKXQNXJ
B0BCKV96WX,Wolpin 1 Pc Reusable Double Layer Mesh Bag for Fruits & Vegetables Storage Bags for Fridge/ Refrigerator Bags / Pouches for Accessories (30 x 40 cm),,Wolpin 1 Pc Reusable Double Layer Pockets Mesh Bag for Fruits & Vegetables Storage Bags for Fridge/ Refrigerator Bags / Pouches for Accessories (30 x 40 cm),,189,3.2,https://amazon.in/dp/B0BCKV96WX
B07MYWB6DP,,No,"EUME Kevin 26 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric College, Office Work and Mini Business Trip Travel Bags",,1799,4.3,https://amazon.in/dp/B07MYWB6DP
B0C23BYDML,"A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.",HalfMoon AB Amazing Bags,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,,699,3.6,https://amazon.in/dp/B0C23BYDML
B0BD5JQX7T,,Frantic,"Frantic Kids Soft Cartoon Animal Travelling School Bag Soft Plush Backpacks Boys Girls Baby for 2 to 5 Years Baby/Boys/Girls Nursery, Preschool, Picnic(FullBody_SkyElehpant)",,309,3.5,https://amazon.in/dp/B0BD5JQX7T
B09BFV96TS,,,"Dyazo Water Resistant Laptop Sleeve with Handle Compatible for 15 Inch to 15.6"" Inches laptops & Notebooks - Grey",,299,4.3,https://amazon.in/dp/B09BFV96TS
B09SWVPZD4,"Cosmus Eternal Laptop Backpack For 15 Inch Laptop, you get an awesome companion for your laptop. It is designed with 1 large compartments which include a laptop slot, a phone slot, one front large zipper pocket. It gives durable performance.  Buy Laptop Backpack For 15 Inch Laptop which is one of the best backpack out there in the market. Use Cosmus Eternal Laptop Backpack For 15 Inch Laptop which comes with 1 compartments to hold all your daily items. It is designed with 1 mesh pockets on both sides and one front pocket",COSMUS BAGS PVT.LTD.,COSMUS Eternal Laptop Backpack 20 Ltrs Polyester Bags for 15.6-inch Laptops,,952,3.2,https://amazon.in/dp/B09SWVPZD4
B07H193V57,,No,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,,339,3.8,https://amazon.in/dp/B07H193V57
B07X82WYGL,"This a sleek lightweight laptop backpack which can also be used as a bag or hand held. A unique feature of the bag is that there are two handles which enables the user to use It with ease in any manner as required. Interestingly, the bag is thoughtfully designed with the ways of 90-degree opening ensures smooth access. It has two compartments with laptop sleeve, tab sleeve and detailed organizer. Apart from this there are also 2 front pockets and extension at the back which enables it to be attached to suitcases. The artificial leather in the front gives it a classic look. We can keep a 15.6” laptop in this very easily. Air mesh Padding at the back panel and shoulder straps for utmost Comfort. A must buy!!!.",Uber Fashion Merchandise Pvt. Ltd.,F Gear Spartan 24 Ltrs Black Laptop Backpack (3179),,712,4.0,https://amazon.in/dp/B07X82WYGL
B07TTCXHRH,,,Dell Essential Backpack 15 (ES1520P),,1149,4.0,https://amazon.in/dp/B07TTCXHRH
B07M5P5LW3,,No,"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Black, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder",,2960,4.4,https://amazon.in/dp/B07M5P5LW3
B0C53MVJ2C,,,Red Lemon Swiss Design 40 L Oxford Waterproof Large Capacity Comfortable Business Fashion Travel Men Laptop Backpack Anti theft Computer Bag with rain cover,,1799,3.5,https://amazon.in/dp/B0C53MVJ2C
B0992JCN1W,,Bagzone Lifestyle Pvt Ltd,Lavie Sport Lino M Duffle Wheeler Bag for Travel | 2 Wheel Luggage Bag | Travel Bag with Adjustable Handle,,749,3.8,https://amazon.in/dp/B0992JCN1W
B0BBWM221J,,,"STRAUSS Yoga Mat Bag Cover with Shoulder Strap with Pocket for Men & Women, Drawstring and Full Zip,(Multicolor)",,219,3.6,https://amazon.in/dp/B0BBWM221J
B09P2RP9TG,,WildHorn,WILDHORN Laptop Backpack for Men/Women I Waterproof I Travel/Business/College Bookbags Fit 15.6 Inch Laptop,,799,4.0,https://amazon.in/dp/B09P2RP9TG
B097K6KD7W,F Gear presents gigantic laptop backpack blends style and functionality. It comes with substantial capacity to accommodate your laptop and several other essentials with ease. This bag does way more than just look good. It provides extra protection for all your valuable devices. The dimensions of the bag are - 34 x 22 x 52 with a capacity of 39 L. To describe it briefly here are the following points: 1. This backpack is made of polyester fabric and is treated to make it water-resistant. 2. This backpack comes with 2-main zippered compartment with an inside sleeve compatible for laptop. 3. This backpack has a front compartment with an organizer. 4. This backpack comes with one zippered front pocket & one quick access mesh zippered. 5. This backpack is equipped with thick padding with anti-sweat breathable air mesh & adjustable padded shoulder straps for extra comfort. 6. Apart from this it has world’s best Japanese brand YKK zippers and sliders. 7. This backpack has two mesh pockets on both sides. 8. Comes with the F Gear promise of quality and durability.,Uber Fashion Merchandise Pvt Ltd,F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),,895,4.2,https://amazon.in/dp/B097K6KD7W
B0B3N6643T,"LARGE CAPACITY MAKEUP ORGANISER BOX: This large capacity makeup organiser box / storage bag allows you to organise your cosmetics brushes, skincare product bottles, perfumes, liners and lipsticks etc. Keep your makeup essentials organised and clutter-free. This travel friendly travel organiser toiletry bag comes with a double zipper closure and handle to carry it.",,"Wolpin Professional Large Cosmetic Makeup Kit Storage Organizer Travel Toiletry Vanity Bag with Big Compartment, Waterproof Makeup Brush Holder Portable (22.5 x 17 x 15 cm) Flamingo Design, Multicolor",,239,4.1,https://amazon.in/dp/B0B3N6643T
B097JK3X9D,"Crew is yet another trendy offering from Safari's overnighter laptop backpack ranges. With a unique offering of luggage-like opening (or book opening), this bag is perfect to meet ALL your travel needs - Work or Adventure Leisure. Made out of water-resistant fabric & front panel design, it serves a highly elegant look. On the inside, cross packing straps are provided to help organise your packing. With a 17"" laptop compatibility compartment and an additional tablet section, Crew has a total capacity of 40 liters, provided with compression straps and breathable back mesh that prevents the back of the backpack from overheating. Go ahead and add one of Safari's exclusive Overnighter backpacks to your travel collection, whether it be for a short business trip or a weekend getaway!",Safari,"Safari Crew Overnighter Backpack, 40 Ltr Water Resistant Travel Laptop Bag, Black Polyester Backpack for Men and Women, Spacious Shoulder Bag for Travelling and Camping",,1709,4.3,https://amazon.in/dp/B097JK3X9D
