asin,description,manufacturer,name,no_of_reviews,price,rating,url
B0BLK1Z7DQ,,Tabelito Trade India,"Tabelito® DELTA Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, (6 Month Warranty)",,599,4.4,https://amazon.in/dp/B0BLK1Z7DQ
B07QV7SH4S,,,House of Quirk Baby Diaper Bag Maternity Backpack (Blue Elephant Printed),,1448,4.2,https://amazon.in/dp/B07QV7SH4S
B097JMR4M6,"Seek 32L is a compact offering from Safari's overnighter laptop backpack ranges. Equipped with a unique offering of luggage-like opening (or book opening), this bag is perfect to meet ALL your travel needs - Work or Adventure Leisure! Made out of water-resistant fabric & front panel design, it serves as a highly elegant look. On the inside, cross packing straps are provided to help organise your packing. With a 17"" laptop and a tablet compatibility compartment Seek 32 has a total capacity of 32 liters, provided with compression straps and breathable back mesh that prevents the back of the backpack from overheating. Go ahead and add this friendly Seek overnighter backpack to your travel collection, whether it be for a short business trip or a weekend getaway!",Safari,"Safari Seek 32 Ltrs Large Overnighter Travel Laptop Backpack, Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure- Black",,1959,4.4,https://amazon.in/dp/B097JMR4M6
B097L3XJ38,Carry your gyml essentials effortlessly in style. Krypton is a lightweight and durable gym duffle bag with 25L of storage capacity. It is made out of premium polyester material to suit your gym requirements. The quick access front pocket makes your travel hassle free. Adjustable shoulder straps are provided along with dual handles for easy carriage of the bag. The color of the bag stands out in crowd and circular shape makes your gym bag look trendy.,Safari,Safari Polyester 24 Cms Travel Bag(KRYPTON17DFBLK_Black),,690,4.0,https://amazon.in/dp/B097L3XJ38
B0C3J2RLHP,,HOEXL,"HOEXL 42L Expandable Laptop Backpack - Premium Laptop Backpacks for Men, Women for Travel, School, College - Tech Bag with USB - Bagpacker Bag for Men, 17 inch Laptop Bags for Multipurpose with Water-resistant, Smart Bag with Multiple Compartments",,2699,5.0,https://amazon.in/dp/B0C3J2RLHP
B0BKWRVQX2,"Jimin Suga Jin Taehyung V Jungkook Korean Casual Backpack Daypack Laptop Bag College Bag Book Bag School Bag for Girls Care instructions: Machine Wash Package includes: 1 x Backpack, 1x Interface Cable,1 X USB Cable Size:29cm(L) x 16cm(W) x 46cm(H) / 11.4'' x 6.3'' x 18.1''.",,"XForce Plaza Bangtan Boys KPOP Casual Backpack,USB and Audio Cable Interface Breakers Suitable for Students Laptop Backpack",,1299,3.9,https://amazon.in/dp/B0BKWRVQX2
B09TDL9FJ8,,,Impulse rucksack bags 60 litres travel bag for men tourist bag for travel backpack for hiking trekking Bag for men camping thames blue bag with 1 Year Warranty,,999,3.9,https://amazon.in/dp/B09TDL9FJ8
B09MNMF7GR,,,"Kiditos (Pop It Bag Unicorn Shape Sling Bag) Crossbody Bag for Kids, Pop It Bag for Girls, Pop It Fidget Toy Shoulder Bag, Fidget Purse for Kids Stress Relief Toys, Multi",,249,3.9,https://amazon.in/dp/B09MNMF7GR
B07TY4NDVF,,Caprese,Caprese Yondella Women's Sling Bag,,1214,4.1,https://amazon.in/dp/B07TY4NDVF
B0BJ6CTJ3Q,,"Bharat Engineering Company Add: 138, Yadgarpur, Kila Road, Meerut",HYDER Kids 20L Cartoon Printed Best Stylish Lightweight Spacious Waterproof Casual/Picnic/Tuition/School Bag/Backpack for Children Boys And Girls,,499,3.9,https://amazon.in/dp/B0BJ6CTJ3Q
B0BC4B4VRM,,Acefour Accessories Pvt. Ltd.,"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty",,1600,4.4,https://amazon.in/dp/B0BC4B4VRM
B0BTDN823G,"Swiss Military Black Textured Soft-Sided Overnighter Trolley Bag And Laptop BackpackProduct 1:-Separate 15.4 Inch Screen Laptop Compartment.3 Dial Lock.4 Ergonomic 360 Degree Rotatable Wheels.Inner Shell One Side Zipper. Compartment and Other Side Elastic Compartment Separate.Product 2:-Tear-resistant durable.Quick access pocket in front.Separate compartment to keep files, folders, CDs, cables, chargers and accessories.Measurement:Product 1:- L:44 x W:19 x H:38 cm Approx.Product 2:- 46 x 31 x 21 cm (Approx)","SWISS MILITARY CONSUMER GOODS LIMITED, W-39, OKHLA INDUSTRIAL AREADelhi , DELHI - 110020","Swiss Military Soft Sided Laptop Roller Case with Backpack, Trolley Suitcase 32 Liters Black Color, LTB7 and LBP58",,4640,3.5,https://amazon.in/dp/B0BTDN823G
B0B5YHC1W5,"Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement","VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025",Aristrocrat Unisex Laptop Bag Grey,,803,4.4,https://amazon.in/dp/B0B5YHC1W5
B07S6M5WNF,,Leather World,Leather World Vegan Leather 15.6 inch Travel Bag College Laptop Backpack with Usb Charging port for Men and Women,,799,3.7,https://amazon.in/dp/B07S6M5WNF
B0862V2GKH,,Korrun India Pvt. Lts,MI Business Casual 21L Water Resistant Laptop Backpack,,999,4.4,https://amazon.in/dp/B0862V2GKH
B07NJGW3WX,,,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Navy Blue),,523,4.0,https://amazon.in/dp/B07NJGW3WX
B0C5MBFWBX,,"NISUN INC., B-201, Greenfield 4, Vadodara, Gujarat-391410 Email: salesnisun.in, Phone: 63527-67213",Storite Nylon 51 cms Imported Travel Duffle Bag Muti- Pocket Sports Shoulder Bag for Women with Wet Pocket & Shoe Compartment Weekender Overnight Travel Luggage Bag (Green/White - 51x22x26 cm),,1199,3.8,https://amazon.in/dp/B0C5MBFWBX
B0BG36CZD9,"This Beauty Girls School Printed Backpack Bag, made up of Polyester. It has a top opening Two compartments with huge space for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day.",Shri Salasar Enterprises,BEAUTY GIRLS BY HOTSHOT1566|School Bag|Tuition Bag|College Backpack|ForGirls&Women|17Inch|32L Waterproof School Bag,,740,4.1,https://amazon.in/dp/B0BG36CZD9
B09VCQWRC4,"A Sporty Versatile School Laptop Collage Office Backpack From Fast Travel, Made Of Polyester. It Has a 3 opening Compartment & 2 For quick & easy access to essential While the mesh padding on the back panel will feel comfortable, even on a hot day. Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 20 Cm.",Fast Travel,"Fast Travel 45 Ltrs, 46 cms School Bag Class 5-12 Large 4 partition Laptop Collage Office Travel Backpack Unisex",,692,4.1,https://amazon.in/dp/B09VCQWRC4
B097JN1VZX,"Seek is a one of its kind overnighter laptop backpack. With a unique offering of luggage-like opening (or book opening) & expandable storage feature, this bag is perfect to meet ALL your travel need - Work or Adventure Leissure. Made out of water-resistant fabric & front panel design, it serves a highly elegant look. On the inside cross packing straps are provided to help organise your packing. With a 17"" laptop compatibility compartment and an additional tablet section, Seek has a total capacity of 45 liters, provided with load stabilizers on shoulder straps, compression straps and breathable Airvent that prevent the back of the backpack from overheating. Look no further for your travel ultimate companion, whether it be a short business trip or a weekend getaway!",Safari,"Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack with RainCover (Blue), Water Resistant Spacious Bag pack for Travelling and Camping, All-Purpose Bag for Business & Travel",,2499,4.4,https://amazon.in/dp/B097JN1VZX
B0BX16G1G6,,THE HUTCH ENTERPRISES,Veneer Vegan Genuine Leather Backpack 15.6 Inch Laptop Backpack Business Travel Laptop Backpack for Mens and Womens,,1984,5.0,https://amazon.in/dp/B0BX16G1G6
B0BZWLBDV3,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality,Gear,Gear Galaxy Universe 30 L Water Resistant School Bag/Kids Bag/Casual Backpack/Daypack/College Bag for Boys/Girls/Men/Women (Blue),,1095,3.7,https://amazon.in/dp/B0BZWLBDV3
B08LBLKYRY,,Harissons Bags Pvt Ltd,"HARISSONS Speckle 36L Laptop Backpack for Men & Women | Ideal School Bag with Easy Access Pockets & Handy Pouch | Water Repellent 15.6"" Office Backpack with a Detailed Organizer",,2174,4.3,https://amazon.in/dp/B08LBLKYRY
B07QFF2RZR,"With bold geometric print, the Genie spray backpack is perfect to stand out amongst your friends. Made with nylon twill, the feather-light pack comes with an insulated front pocket to keep lunch warm. The spacious three compartment bag has an additional front pocket, a secret compartment.",Safari Industries India Ltd,"Genie Spray School Bag for Girls, 19 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",,1155,4.0,https://amazon.in/dp/B07QFF2RZR
B075Y8294N,,No,Lenovo 15.6-inch Casual Laptop Briefcase T210,,979,4.3,https://amazon.in/dp/B075Y8294N
B0BKGTW32W,Our most popular backpack for reason simple and easily accessible with versatile pockets to keep your daily essentials organized without feeling fussy Two generous compartments to hold much of your load Large zippered front pocket has an internal organization with plenty of options to hold electronics and other supplies Additional quick access front pocket to hold smaller items like audio device business cards and keys Two side stretch mesh pockets hold wide range of water bottle shapes and sizes Airflow mesh on shoulder straps and back panel prevents overheating during travel Padded handle and reinforced haul loop for quick grab,skf overseas,high power 15.6 inch Laptop Bag Backpack Fashion Rucksack Casual Student School Bag Computer Bag College Bag Office Bag Business Bag Unisex Travel Backpack,,625,3.0,https://amazon.in/dp/B0BKGTW32W
B08Z1P7LC1,"Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack",VIP Industries Ltd,Skybags Brat Azure Blue 46 Cms Casual Backpack,,730,4.1,https://amazon.in/dp/B08Z1P7LC1
B0C1H2PRCF,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs",,Impulse Parkar 40L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,,1529,3.7,https://amazon.in/dp/B0C1H2PRCF
B0CFY4XR5Q,"This Chris & Kate Trendy Polyester School bag is a versatile and functional accessory suitable for school, college and everyday use. Made from durable materials, it features two spacious main compartments that can accommodate books, a laptop, or other essentials. With multiple external front zipper pockets, inside Organizer it offers convenient storage for smaller items like keys, wallets, and smartphones. The adjustable shoulder straps provide comfort and allow for a customized fit, making it an ideal choice for commuters, students, or anyone.This backpack also has two mesh pockets for umbrella and bottle on the side to keep you hydrated on the go!",Chris  Kate,Chris & Kate Spacious 32 Ltrs 46 cm Boys and Girls School college Casual Daypack Laptop Pocket Water Resistance backpack Bag,,599,N/A,https://amazon.in/dp/B0CFY4XR5Q
B0CFHP495P,"Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use and it is made with anti-sweat fabric, giving you comfort throughout the day.",NHQ FASHION,NHQ FASHION Large 45 L Laptop Backpack Large 45 L Laptop Backpack Heavy Duty Traverse Collection Unisex Travel,,599,N/A,https://amazon.in/dp/B0CFHP495P
B07GCLJTZF,,No,DAHSHA Stylish Nylon Small Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey),,695,3.8,https://amazon.in/dp/B07GCLJTZF
B07CDD6YS2,"Stylish and Durable Spacious Laptop Backpack for Travel Killer LOUIS 15.6 inch laptop backpack is made of High grade water resistance PU coated polyester material that gives it strength and makes it durable for long-term use. It features 3 large well padded zippered compartments and One large easy access front pocket. Well padded laptop section fits upto 15.6 inch laptop, middle compartment is big enough to hold your office or weekend trip cloths or daily use belongings, front compartment with organizer section is to keep all official documents and small electronic gadgets, you can use it to store the charger, mouse, pen drive, notepad, pen and other essentials it also has one front zippered pockets for easy access items,. Killer LOUIS backpack features two mesh side pockets, where you can keep your water bottle or any other item for an quick access. Waterproof large Laptop Backpack Bag. Killer LOUIS laptop backpack is perfect laptop bag for you, its cushioned laptop pocket keep your laptop securely tight and protected while you are on the move. This laptop bag pack suits your style & is very comfortable to carry, its ergonomics and makes you forget the load you are carrying, well-padded shoulder straps ease the carrying Outer Fabric: Durable PU coated Linen Polyester Fabric. Compartments & Pockets: 3 main compartment, One front Pocket, Two side mesh pockets. Compatible laptop Size: Upto 15.6 inches. Weight: 800gm; Dimensions: 13.00x18.75x9.50 inches (WxHxD).",No,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,,2067,4.4,https://amazon.in/dp/B07CDD6YS2
B0CBL1VNKK,"This product is made from best quality PU leather, Closure type- Zip ,only two handles not strap, Size is L-38 W-9 H-25(cm), A stylish & fashionable hand held bag for womens",JS Steel,"Womens's PU Leather hand bags, hand held bag Queen Collection simple and sober (HB-2)",,250,3.5,https://amazon.in/dp/B0CBL1VNKK
B0B7DVC3TL,,Martucci,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,,758,4.0,https://amazon.in/dp/B0B7DVC3TL
B0B1HNQHXD,,,Sichumaria Flamingo Cosmetic Bag Portable Travel Makeup Bag for Women Large Travel Water-Resistant Zipper Makeup Organizer for Girls Make Up Bag Brush Bags (Pink),,199,3.9,https://amazon.in/dp/B0B1HNQHXD
B0C4PRDZ9X,,Acefour Accessories Pvt. Ltd.,uppercase Nexus Professional Anti-Theft Overnighter Travel Laptop Backpack,,2500,4.9,https://amazon.in/dp/B0C4PRDZ9X
B09ZYNCKQ7,,Encon Impex Pvt Ltd,Red Lemon Bange Hawkeye Multi Functional Water Proof Anti Theft 15.6 inch Laptop Backpack for Men and Women,,3799,3.8,https://amazon.in/dp/B09ZYNCKQ7
B07YFNXC3H,,Stoned Walls,"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)",,1099,4.2,https://amazon.in/dp/B07YFNXC3H
B083ZS5R1K,The nylon wrinkle fabric has a look which is resistant to external stress and retain their shape.,Wildcraft,Wildcraft 35 Litres Backpack (11908-Pink_ Pink),,1086,4.0,https://amazon.in/dp/B083ZS5R1K
B07N2SBX54,The product will be an excellent pick for you. It ensures an easy maintenance.,Wildcraft,Wildcraft Unisex Zip Closure Backpack (Green_Free Size),Another way to buy,1199,4.4,https://amazon.in/dp/B07N2SBX54
B091TRCBCB,,DIVULGE,"DIVULGE Thunder Drawstring Daypack bag, Sports bag, Gym bags With Zip pocket (16 L Backpack)",,179,4.0,https://amazon.in/dp/B091TRCBCB
B0936TLSNJ,"PRODUCT STORY : Practicality par excellence, this classic backpack will take you anywhere you need to go. A spacious double-zipped main section, mesh side pockets and a lined laptop compartment make it ideal for stashing your essentials, big and small. Padded adjustable shoulder straps make for a comfortable carry, and iconic PUMA branding across the front adds a touch of athletic finesse. DETAILS : Two-way zip opening into main compartment, Zip opening into front pocket, Two mesh side pockets, Padded back panel, Lined laptop compartment inside, Adjustable padded shoulder straps with reflective PUMA Cat Logo detailing, Webbing carry handle, Reflective tape with PUMA Cat Logo on bottom panel, Printed PUMA Wordmark and Formstrip on front, This apparel was made with Dope Dye, which is PUMA’s answer to reduce environmental impact. Dope Dye process reduces the use of water, energy & CO2 emission compared with the traditional dyeing process, This apparel was manufactured under",Puma,"Puma Unisex-Adult Plus Backpack II, Black, X (7839101)",,1059,4.4,https://amazon.in/dp/B0936TLSNJ
B0C3RLGGVZ,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment.",Spenz Bags,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",,845,4.0,https://amazon.in/dp/B0C3RLGGVZ
B0BJ6SCMNH,"One of the leading lifestyle brands, TOMMY HILFIGER delivers superior styling, quality and value to consumers worldwide. The brand celebrates the essence of classic American cool and provides a refreshing twist to classic, American fashion.","Brand Concepts Ltd, 14022 Musakedi Squre, Ring Road, Indore, MP, 452001",Tommy Hilfiger Elegant Unisex Polyester 15 Inch Laptop Backpack Red+White+Blue,,2939,3.8,https://amazon.in/dp/B0BJ6SCMNH
B09WJ1N2F2,,House of Quirk,"House of Quirk Flamingo Makeup Bag Set for Women Portable 3 Different Sizes Toiletry Bag for Travel Daily Use for Women Girl (Flamingo Dark Blue, Set of 3)",,389,4.1,https://amazon.in/dp/B09WJ1N2F2
B0BWRZRVDL,,Baggit India Pvt Ltd,Baggit Women's Sling Bag - Small,,736,4.3,https://amazon.in/dp/B0BWRZRVDL
B08D7DFBYP,,,COSMUS WEBSTAR 45 CM LAPTOP BACKPACK 35 LTRS LARGE SCHOOL BAG/TRAVEL BAGPACK (GREY),,1315,4.2,https://amazon.in/dp/B08D7DFBYP
B07G3F1G7T,,ADISA,ADISA Laptop Backpack 31 Ltrs,,399,4.0,https://amazon.in/dp/B07G3F1G7T
B072F1S1NC,"Elegant Backpack with Laptop Pocket Inspired by the Victorinox Swiss Army Knife itself, we’ve combined our Alpine rucksack engineering knowledge with a deep understanding of modern business needs to create the Altmont Professional Deluxe Travel Laptop Backpack. This smart pack accompanies you on every journey through the professional landscape. The main compartment features a book-style opening for easy packing and includes a file divider, a zippered storage pocket, a stash pocket and a zippered pocket with easy-to-clean lining for toiletries. With the Deluxe Travel Laptop Backpack you can be confident that everything you need to stay focused and equipped is with you, whether you’re working remotely or traveling to make important face-to-face connections.",No,Victorinox 15 Ltrs Black Bag Organizer (602155),,12560,4.6,https://amazon.in/dp/B072F1S1NC
B08Y5S6C2P,,Tabelito Trade India,"TABELITO Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent",,548,4.0,https://amazon.in/dp/B08Y5S6C2P
B0BMXPGXTS,,,"Red Lemon BANGE Swiss Traveller Laptop Backpack for Men, Business Travelling Backpacks with USB Charger Port, Weekender Carry-On Luggage Backpack multipurpose backpacks for men",,4999,4.6,https://amazon.in/dp/B0BMXPGXTS
B09QRYDXJH,,Sea Turtle Pvt Ltd,ZOUK Women Laptop Bag Royal Indian Peacock Motif,,1698,4.4,https://amazon.in/dp/B09QRYDXJH
B07F342RQD,"VIP Industries Limited is a renowned brand specializing in the manufacturing of quality bags for a wide range of purposes. With a rich history and extensive expertise in the industry, VIP Industries has established itself as a trusted provider of bags for numerous renowned brands. From travel luggage to stylish backpacks, business cases to trendy handbags, VIP Industries offers a diverse portfolio of products that cater to the diverse needs and preferences of its customers.",SKYBAGS,"Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small)",,1580,4.4,https://amazon.in/dp/B07F342RQD
B09139DYF1,"Our gym bag has a 20-35L space to hold your gym essentials. The travel bag has one front pocket store your wallet or phone. Size: 19.4""x9.8""x9.8"".",FIVE K GROUP,"Aurion Vista Polyester Sports Gym Duffle Bag with Wet Pocket and Shoe Compartment - 1Pc (Blue, 24 Cms) | Lightweight Duffle Bags | Travel Duffel Backpack for Men and Women | Camping | Swimming | Yoga",,349,4.0,https://amazon.in/dp/B09139DYF1
B0C6KZS555,"Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags",,"Zebronics Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",,528,3.0,https://amazon.in/dp/B0C6KZS555
B01FU4B9JG,,No,COSMUS Darwin 29 litres Office Backpack sleek everyday use backpack,,1409,4.3,https://amazon.in/dp/B01FU4B9JG
B07LGXYFDS,,Hindustan Foam,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men/Office Bag for Men, Black |Fits Upto 14 Inch Laptop Bag/MacBook |Leather Bag for Men with Shoulder Straps |Crossbody Laptop Messenger Bag for Men",,2411,4.3,https://amazon.in/dp/B07LGXYFDS
B07MYWTXZ8,,No,"EUME Kevin 26 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric College, Office Work and Mini Business Trip Travel Bags",,1799,4.3,https://amazon.in/dp/B07MYWTXZ8
B097JJXL9K,Our high quality durable products sets our Duffel Bags apart. This travel bag is surely one of the most stylish and trendy looking duffels you can get your hands on. This bag offers a massive 40 litre of storage. This multi purpose bag comes with a front pocket which helps you to organise your stuff in a systematic way. Our product is great as a carry-on companion with extendable handle and double compartment to make travel easy and comfortable for you.,Safari,Safari Arc Polyester 55 Cms 2 Wheel Travel Duffel Bag (Red),,1309,3.8,https://amazon.in/dp/B097JJXL9K
B09VGP6H2Y,,,Red Lemon Medium Size Unisex Adult Bange Series Rhombus Shell Design Waterproof Sling Bag With Usb Charging,,1899,4.2,https://amazon.in/dp/B09VGP6H2Y
B07V6YJ1KG,"Husker Trail-Walker Luggage Travel Backpack with Laptop Compartment - Grey, Business style and sophisticated, this TrailWalker quilted laptop backpack from Husker is perfect for professionals on the go. Features a roomy fully lined interior. Loaded with features including a padded laptop pocket that holds maximum size of laptop, multiple zippered accessory pockets, and dual exterior holster pockets. The exterior features a trolley tunnel to fit over trolley handles for hands free carrying, and a sturdy padded top handle for easy carrying. The perfect laptop backpack to keep your business essentials fashionably organized while on the go.",Everest Industrial Corporation,HUSKER Trail-Walker Luggage Travel Backpack with Laptop Compartment,,3500,4.5,https://amazon.in/dp/B07V6YJ1KG
B0C7C145F2,,Hi Speed Industries Pvt. Ltd,Hi-Speed® 30L Water Restant Office Laptop Bag/Backpack for Men/Women,,1312,N/A,https://amazon.in/dp/B0C7C145F2
B09QM9N1B3,"FEATURES: DURABLE MATERIAL: Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, menं and womenं ; COMFY & STURDY: Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers; DURABLE AND LIGHT WEIGHT MATERIAL: Made with strong yet light weight polyester fabric with heavy zippers; INTERNAL ORGANISER: This backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items; LOTS OF STORAGE SPACE & POCKETS: One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.",HalfMoon,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,,589,3.6,https://amazon.in/dp/B09QM9N1B3
B07KP64RCC,,No,COSMUS Osaka 15.6 Inch Laptop Backpack,,1428,4.2,https://amazon.in/dp/B07KP64RCC
B07FMBQ891,,No,FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,,749,4.0,https://amazon.in/dp/B07FMBQ891
B091TRRXWZ,,DIVULGE,DIVULGE Spark Polyester Daypack Drawstring Rucksack Backpack With Zip Pocket (Black Drawstring 2.0),,199,4.1,https://amazon.in/dp/B091TRRXWZ
B0CFFMJ84G,"This classy yet functional backpack for men stay ahead in the style game. This vegan-friendly unit in artificial leather is sturdy, durable, and water resistant so that you can go from day to night. In addition, its many compartments keep all your belongings sorted so that you never have to lose track of anything. backpacks are young, vibrant and fashionable accessories which are also a statement of sophistication. This backpack is high on aesthetics as well as on utility and functionality.This classy backpack for men made of quality GENUINE leather. The material is environment-friendly, making this backpack the ideal choice for those who wish to look fashionable without guilt. Unlike bags made of leather, which tend to start peeling after a few uses and end up losing their original shape, this backpack retains its look for a long time.",,"RI Stylish Genuine Leather Casual Backpack for Office, School, College & Travel Laptop 15.6 Inch Backpack for Men - Water Resistant (Brown)",,2449,N/A,https://amazon.in/dp/B0CFFMJ84G
B09Y3F7LJD,"This unisex backpack by is ergonomically designed for all ages, genders and purposes. Made of waterproof and dust-free polyester material, this bag is ideal for use as a college bag, casual backpack, laptop bag or a work bag. It comes with 2 spacious, main compartments and 1 front zip pocket which provides ample storage space for accessories, electronics, notebooks and stationery. Sport the latest fashion college bag backpack for boys and girls by with this designer Stream series inspired with side bottle holder. It will be a perfect companion for you to carry load to office and college as well as for casual use. 1 Year warranty from Enterprises",Bluecraft hyderabad telangana 8008355628,Medium 30L Laptop Backpack Office Backpack & College Backpack,,449,5.0,https://amazon.in/dp/B09Y3F7LJD
B09KNMWWPH,,SaiTech IT Private Limited,"Storite Small Size Army Print Padded Nylon Cross Body Sling bag Office Travel One Side Bag for Men Women (25x19x7cm, GreenGrey)",,395,4.1,https://amazon.in/dp/B09KNMWWPH
B09D3YYYNG,,,HARISSONS Bags Volt 15.6 inch Office Laptop Backpacks for Men and Women 24 Ltrs with 2 Front Zippered Pockets & Spacious Large Compartments | External USB Gate for easy Charging,,1504,4.1,https://amazon.in/dp/B09D3YYYNG
B0B3MLMSTM,,Arctic Fox,Arctic Fox 17 Liters Go Black School Backpack for Boys and Girls,,454,3.6,https://amazon.in/dp/B0B3MLMSTM
B07VB76WL9,,Aristocrat,Aristocrat 45 Ltrs Black Rucksack,,1681,4.0,https://amazon.in/dp/B07VB76WL9
B093HFM14H,"Gaming culture Streetwear style, who have sense on trendy fashion, Pop out from backpack, need products and easy to take along and casual scenario for daily usage.",,"ASUS ROG BP4701 43.18 cm Gaming Backpack (Black), with Holographic Cybertext Printing, Roll Up Design, Suitable for up to 43.18 cm Laptop",,2299,4.4,https://amazon.in/dp/B093HFM14H
B07YSTZ6MB,"At American Tourister, we believe travel should be fun. We take pride in making stylish, high quality, and yeah, fun backpacks that you can rely on. Marking our presence in 100+ countries making it the most preferred luggage brand worldwide. This lightweight & voluminous backpack comes with multiple compartments that make it perfect for your college/office/school or travel. This backpack made of durable polyester fabric, is equipped with 2 full compartments + a front pocket, to hold enough notebooks, textbooks & journals for your college or clothes & additional supplies for a weekend of travel. The backpack has an internal organizer that provides easy access to your phone charger, stationery or whatever you need on the go and still has ample space left for your headphones, your personal diary or the novel you're currently hooked on to. It has padded mesh back & shoulder straps with breathable system for better back support. It comes with pockets on both sides to comfortably accommodate your bottle or umbrella for convenience of access.",Samsonite,American Tourister Popin 31 Ltrs Blue & Green Casual Casual School and College Backpack for Men and Women,,999,4.2,https://amazon.in/dp/B07YSTZ6MB
B09XT8DF2H,,Scale Polestar Pvt. Ltd.,"POLESTAR Dynamic 25 L Bag for College, School, Office, Casual Backpack with 15.6"" Laptop Compartment, Unisex, Stylish & Durable, 1 year warranty",,749,3.5,https://amazon.in/dp/B09XT8DF2H
B07PQQ8M7B,,No,"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",,619,3.9,https://amazon.in/dp/B07PQQ8M7B
B0BHDMM4CX,"The Hemp Laptop Bags is designed to modern laptops and tablets it keeps them safe and secure while in keep. We make the Hemp bag has a lockable zipper on the compartment and extra roomy zippers; this regular using product is preferable in quality, light in weight to carrying one place to another place. The Hemp Clothing is made by using natural pure hemp yarns and fabric from the Pure regions . We have different kind of hemp clothing, hemp backpack, Hemp Laptop Bags with variety of colors MATERIAL: Made from the highest quality of Hemp, our Backpack delivers great comfort and durability. Cotton has also been used for finishing up purposes. Because of the strong hemp fabric, our Backpack will remain as new for many years.",Yadav Fashion,DevD New Pure Hemp Laptop Bag Backpack/Traveler Bag,,599,3.5,https://amazon.in/dp/B0BHDMM4CX
B07N2LC749,Introducing a line of backpacks specially designed to fit feminine frames. These quirky backpacks hug your shoulders without hurting your back.,Wildcraft,Wildcraft 29.5 Ltrs Black Casual Backpack (11947 Black),Another way to buy,1168,4.3,https://amazon.in/dp/B07N2LC749
